		
"normalized area, average for each treatment"		
		
 GeoID 	  Average Bare  	 Average Bare 
comp140690_c4_seq1	 0.000454 	 0.000548 
comp140692_c1_seq1	 0.052618 	 0.042090 
comp140692_c1_seq2	 0.052618 	 0.042090 
comp140692_c1_seq3	 0.028125 	 0.027948 
comp140692_c1_seq4	 0.052618 	 0.042090 
comp140692_c1_seq5	 0.103222 	 0.099750 
comp140692_c1_seq6	 0.103222 	 0.099750 
comp140692_c1_seq7	 0.078730 	 0.085608 
comp140692_c1_seq8	 0.103222 	 0.099750 
comp140695_c0_seq1	 0.057732 	 0.061048 
comp140697_c0_seq1	 0.037830 	 0.036008 
comp140697_c0_seq2	 0.008951 	 0.010912 
comp140697_c0_seq3	 0.037830 	 0.036008 
comp140697_c0_seq4	 0.008951 	 0.010912 
comp140705_c1_seq1	 0.046719 	 0.051878 
comp140705_c2_seq1	 0.001881 	 0.002032 
comp140706_c0_seq1	 0.447679 	 0.433648 
comp140707_c2_seq1	 0.009124 	 0.007014 
comp140715_c0_seq3	 0.012781 	 0.017256 
comp140718_c0_seq1	 0.000865 	 0.002348 
comp140719_c0_seq5	 0.040133 	 0.040140 
comp140719_c0_seq6	 0.063015 	 0.060056 
comp140720_c1_seq1	 0.001878 	 0.002829 
comp140720_c1_seq2	 0.001878 	 0.002829 
comp140721_c0_seq1	 0.008577 	 0.008841 
comp140721_c0_seq3	 0.004069 	 0.004654 
comp140726_c0_seq1	 0.039876 	 0.034022 
comp140726_c0_seq2	 0.039876 	 0.034022 
comp140728_c0_seq1	 0.013217 	 0.015947 
comp140730_c0_seq1	 0.551126 	 0.494245 
comp140730_c0_seq2	 0.551126 	 0.494245 
comp140730_c0_seq3	 0.551126 	 0.494245 
comp140730_c0_seq4	 0.551126 	 0.494245 
comp140731_c1_seq1	 0.002893 	 0.003397 
comp140743_c1_seq1	 0.026019 	 0.019434 
comp140743_c1_seq2	 0.026019 	 0.019434 
comp140765_c0_seq2	 0.007335 	 0.006878 
comp140765_c1_seq1	 0.002888 	 0.002696 
comp140766_c1_seq1	 0.537568 	 0.500530 
comp140766_c1_seq2	 0.537568 	 0.500530 
comp140766_c1_seq4	 0.537568 	 0.500530 
comp140767_c0_seq1	 0.025727 	 0.024270 
comp140767_c0_seq1	 0.032386 	 0.031482 
comp140774_c0_seq1	 0.794294 	 0.817139 
comp140774_c0_seq10	 0.847805 	 0.869830 
comp140774_c0_seq11	 0.794294 	 0.817139 
comp140774_c0_seq12	 1.045840 	 1.076802 
comp140774_c0_seq13	 0.794294 	 0.817139 
comp140774_c0_seq14	 0.992328 	 1.024111 
comp140774_c0_seq15	 0.794294 	 0.817139 
comp140774_c0_seq16	 0.847805 	 0.869830 
comp140774_c0_seq17	 0.992328 	 1.024111 
comp140774_c0_seq18	 0.992328 	 1.024111 
comp140774_c0_seq2	 0.992328 	 1.024111 
comp140774_c0_seq3	 0.847805 	 0.869830 
comp140774_c0_seq4	 1.045840 	 1.076802 
comp140774_c0_seq6	 1.045840 	 1.076802 
comp140774_c0_seq8	 1.045840 	 1.076802 
comp140774_c0_seq9	 0.847805 	 0.869830 
comp140779_c1_seq1	 0.015641 	 0.019127 
comp140779_c1_seq2	 0.015641 	 0.019127 
comp140779_c1_seq3	 0.015641 	 0.019127 
comp140779_c1_seq4	 0.015641 	 0.019127 
comp140779_c1_seq5	 0.005206 	 0.006932 
comp140780_c0_seq1	 0.085660 	 0.079831 
comp140782_c2_seq1	 0.105100 	 0.098265 
comp140785_c2_seq1	 0.001449 	 0.001995 
comp140786_c0_seq1	 0.046531 	 0.045472 
comp140799_c0_seq1	 0.671411 	 0.638972 
comp140800_c2_seq1	 0.006537 	 0.006432 
comp140800_c2_seq2	 0.006537 	 0.006432 
comp140800_c2_seq3	 0.006537 	 0.006432 
comp140800_c2_seq4	 0.008726 	 0.008777 
comp140800_c2_seq5	 0.006537 	 0.006432 
comp140809_c0_seq1	 0.000727 	 0.001148 
comp140809_c0_seq2	 0.000727 	 0.001148 
comp140809_c0_seq3	 0.000727 	 0.001148 
comp140809_c0_seq4	 0.000727 	 0.001148 
comp140809_c0_seq5	 0.000727 	 0.001148 
comp140809_c0_seq6	 0.000727 	 0.001148 
comp140809_c0_seq7	 0.000727 	 0.001148 
comp140809_c0_seq8	 0.000727 	 0.001148 
comp140809_c0_seq9	 0.000727 	 0.001148 
comp140810_c1_seq1	 0.054410 	 0.058110 
comp140814_c0_seq1	 0.005236 	 0.005565 
comp140814_c0_seq2	 0.005236 	 0.005565 
comp140823_c1_seq1	 0.232638 	 0.241859 
comp140835_c1_seq1	 0.026152 	 0.024696 
comp140836_c0_seq1	 0.012223 	 0.012391 
comp140836_c0_seq2	 0.012223 	 0.012391 
comp140839_c2_seq1	 0.023345 	 0.013193 
comp140839_c2_seq2	 0.023345 	 0.013193 
comp140841_c1_seq1	 0.001866 	 0.001535 
comp140841_c1_seq2	 0.001866 	 0.001535 
comp140851_c0_seq1	 0.001925 	 0.002321 
comp140851_c1_seq1	 0.019115 	 0.016618 
comp140853_c1_seq1	 0.024841 	 0.019469 
comp140858_c0_seq1	 0.002898 	 0.001536 
comp140858_c0_seq2	 0.002898 	 0.001536 
comp140858_c0_seq3	 0.002898 	 0.001536 
comp140858_c0_seq4	 0.002898 	 0.001536 
comp140858_c0_seq5	 0.002898 	 0.001536 
comp140858_c0_seq6	 0.002898 	 0.001536 
comp140862_c0_seq1	 0.021649 	 0.026254 
comp140862_c0_seq2	 0.021649 	 0.026254 
comp140862_c0_seq3	 0.021649 	 0.026254 
comp140862_c0_seq4	 0.021649 	 0.026254 
comp140862_c0_seq5	 0.021649 	 0.026254 
comp140862_c0_seq6	 0.021649 	 0.026254 
comp140866_c0_seq1	 0.428504 	 0.451841 
comp140866_c0_seq2	 0.492505 	 0.524641 
comp140866_c0_seq3	 0.445786 	 0.471599 
comp140866_c0_seq4	 0.428504 	 0.451841 
comp140866_c0_seq5	 0.475223 	 0.504882 
comp140866_c0_seq6	 0.475223 	 0.504882 
comp140866_c0_seq7	 0.400073 	 0.421596 
comp140866_c0_seq8	 0.446792 	 0.474637 
comp140868_c0_seq1	 0.008310 	 0.008109 
comp140868_c0_seq2	 0.008310 	 0.008109 
comp140873_c0_seq1	 0.001083 	 0.002226 
comp140873_c0_seq2	 0.001083 	 0.002226 
comp140873_c1_seq2	 0.001995 	 0.002191 
comp140902_c1_seq1	 0.134501 	 0.136656 
comp140902_c1_seq2	 0.379025 	 0.097149 
comp140903_c2_seq1	 0.132029 	 0.119729 
comp140903_c2_seq2	 0.132029 	 0.119729 
comp140903_c2_seq3	 0.132029 	 0.119729 
comp140903_c2_seq6	 0.132029 	 0.119729 
comp140903_c2_seq7	 0.132029 	 0.119729 
comp140909_c2_seq1	 0.255929 	 0.264551 
comp140909_c2_seq2	 0.106552 	 0.118664 
comp140909_c2_seq3	 0.116194 	 0.128500 
comp140909_c2_seq4	 0.030489 	 0.036505 
comp140909_c2_seq5	 0.246287 	 0.254715 
comp140909_c3_seq1	 0.100255 	 0.106692 
comp140909_c3_seq2	 0.079720 	 0.087190 
comp140918_c0_seq1	 0.578376 	 0.587177 
comp140922_c0_seq1	 0.011258 	 0.025440 
comp140922_c0_seq10	 0.006674 	 0.008206 
comp140922_c0_seq11	 0.011258 	 0.025440 
comp140922_c0_seq13	 0.011258 	 0.025440 
comp140922_c0_seq14	 0.011258 	 0.025440 
comp140922_c0_seq15	 0.004583 	 0.017234 
comp140922_c0_seq16	 0.011258 	 0.025440 
comp140922_c0_seq18	 0.011258 	 0.025440 
comp140922_c0_seq19	 0.011258 	 0.025440 
comp140922_c0_seq2	 0.004583 	 0.017234 
comp140922_c0_seq20	 0.011258 	 0.025440 
comp140922_c0_seq21	 0.006674 	 0.008206 
comp140922_c0_seq23	 0.011258 	 0.025440 
comp140922_c0_seq24	 0.006674 	 0.008206 
comp140922_c0_seq25	 0.006674 	 0.008206 
comp140922_c0_seq26	 0.011258 	 0.025440 
comp140922_c0_seq27	 0.011258 	 0.025440 
comp140922_c0_seq28	 0.011258 	 0.025440 
comp140922_c0_seq29	 0.011258 	 0.025440 
comp140922_c0_seq3	 0.011258 	 0.025440 
comp140922_c0_seq30	 0.011258 	 0.025440 
comp140922_c0_seq31	 0.004583 	 0.017234 
comp140922_c0_seq4	 0.006674 	 0.008206 
comp140922_c0_seq5	 0.011258 	 0.025440 
comp140922_c0_seq6	 0.004583 	 0.017234 
comp140922_c0_seq7	 0.011258 	 0.025440 
comp140922_c0_seq8	 0.011258 	 0.025440 
comp140922_c0_seq9	 0.006674 	 0.008206 
comp140923_c1_seq1	 0.042992 	 0.064375 
comp140930_c0_seq1	 17.006351 	 16.545535 
comp140930_c0_seq2	 17.006351 	 16.545535 
comp140930_c0_seq3	 17.006351 	 16.545535 
comp140930_c0_seq4	 7.078969 	 7.001987 
comp140930_c0_seq5	 7.078969 	 7.001987 
comp140935_c0_seq1	 0.065708 	 0.041323 
comp140935_c0_seq1	 0.005126 	 0.005376 
comp140935_c0_seq2	 0.065708 	 0.041323 
comp140935_c0_seq2	 0.005126 	 0.005376 
comp140935_c0_seq3	 0.020408 	 0.018775 
comp140936_c0_seq1	 0.006994 	 0.007554 
comp140936_c0_seq2	 0.006994 	 0.007554 
comp140936_c0_seq3	 0.006994 	 0.007554 
comp140938_c0_seq1	 0.024230 	 0.025643 
comp140938_c2_seq1	 0.085152 	 0.082263 
comp140939_c0_seq1	 0.325005 	 0.310444 
comp140939_c0_seq2	 0.325005 	 0.310444 
comp140942_c0_seq1	 0.003178 	 0.003341 
comp140948_c0_seq1	 0.157993 	 0.167277 
comp140956_c1_seq1	 0.099274 	 0.103661 
comp140956_c1_seq2	 0.099274 	 0.103661 
comp140956_c1_seq6	 0.099274 	 0.103661 
comp140961_c1_seq1	 0.049357 	 0.043337 
comp140962_c1_seq1	 0.022084 	 0.024738 
comp140962_c1_seq3	 0.022084 	 0.024738 
comp140962_c1_seq4	 0.022084 	 0.024738 
comp140962_c1_seq5	 0.022084 	 0.024738 
comp140962_c1_seq7	 0.022084 	 0.024738 
comp140962_c1_seq8	 0.022084 	 0.024738 
comp140978_c0_seq1	 0.000595 	 0.000586 
comp140978_c0_seq2	 0.000595 	 0.000586 
comp140979_c0_seq1	 0.250492 	 0.224657 
comp140989_c0_seq1	 0.095831 	 0.103748 
comp140989_c0_seq2	 0.095831 	 0.103748 
comp140989_c0_seq3	 0.095831 	 0.103748 
comp140989_c0_seq4	 0.095831 	 0.103748 
comp140994_c1_seq12	 0.013417 	 0.020094 
comp140995_c0_seq1	 0.001209 	 0.001520 
comp140995_c0_seq2	 0.001209 	 0.001520 
comp141008_c0_seq1	 0.024487 	 0.017659 
comp141008_c0_seq2	 0.024487 	 0.017659 
comp141008_c0_seq4	 0.024487 	 0.017659 
comp141010_c0_seq1	 0.005530 	 0.006902 
comp141010_c0_seq2	 0.005530 	 0.006902 
comp141015_c2_seq1	 0.026773 	 0.028809 
comp141015_c2_seq2	 0.026773 	 0.028809 
comp141015_c2_seq3	 0.026773 	 0.028809 
comp141015_c2_seq6	 0.026773 	 0.028809 
comp141017_c0_seq1	 0.043874 	 0.036775 
comp141021_c1_seq1	 0.629619 	 0.583117 
comp141021_c1_seq2	 0.629619 	 0.583117 
comp141021_c1_seq3	 0.629619 	 0.583117 
comp141023_c0_seq1	 0.006611 	 0.006989 
comp141023_c0_seq2	 0.006611 	 0.006989 
comp141025_c0_seq1	 0.610455 	 0.580462 
comp141025_c0_seq2	 0.610455 	 0.580462 
comp141025_c0_seq3	 0.610455 	 0.580462 
comp141027_c0_seq1	 0.098986 	 0.072200 
comp141034_c1_seq2	 0.003313 	 0.005595 
comp141034_c1_seq4	 0.003634 	 0.007842 
comp141041_c0_seq1	 0.519447 	 0.526808 
comp141041_c0_seq2	 0.519447 	 0.526808 
comp141041_c0_seq3	 0.519447 	 0.526808 
comp141044_c0_seq1	 0.007700 	 0.007380 
comp141049_c0_seq1	 0.093740 	 0.080549 
comp141049_c0_seq2	 0.032322 	 0.030975 
comp141057_c0_seq1	 0.332794 	 0.327501 
comp141060_c0_seq1	 0.000579 	 0.008526 
comp141060_c0_seq2	 0.000579 	 0.008526 
comp141060_c0_seq3	 0.000579 	 0.008526 
comp141060_c0_seq4	 0.000579 	 0.008526 
comp141065_c1_seq1	 0.011957 	 0.018531 
comp141065_c1_seq2	 0.011957 	 0.018531 
comp141065_c1_seq3	 0.029726 	 0.040426 
comp141065_c1_seq4	 0.011957 	 0.018531 
comp141065_c1_seq5	 0.011957 	 0.018531 
comp141065_c1_seq6	 0.011957 	 0.018531 
comp141065_c1_seq7	 0.011957 	 0.018531 
comp141065_c1_seq8	 0.029726 	 0.040426 
comp141065_c1_seq9	 0.029726 	 0.040426 
comp141072_c0_seq1	 0.001035 	 0.002759 
comp141072_c0_seq2	 0.001035 	 0.002759 
comp141072_c0_seq3	 0.001035 	 0.002759 
comp141072_c0_seq4	 0.001035 	 0.002759 
comp141072_c0_seq5	 0.001035 	 0.002759 
comp141072_c0_seq7	 0.001035 	 0.002759 
comp141074_c1_seq1	 0.008274 	 0.007003 
comp141074_c1_seq2	 0.008274 	 0.007003 
comp141089_c0_seq1	 0.001621 	 0.000799 
comp141089_c0_seq2	 0.001621 	 0.000799 
comp141093_c0_seq1	 0.014948 	 0.012875 
comp141093_c0_seq2	 0.014948 	 0.012875 
comp141093_c0_seq3	 0.020158 	 0.021913 
comp141096_c4_seq1	 0.817811 	 0.742690 
comp141098_c0_seq1	 0.101506 	 0.101746 
comp141098_c0_seq2	 0.101506 	 0.101746 
comp141098_c0_seq3	 0.111458 	 0.109209 
comp141098_c0_seq4	 0.111458 	 0.109209 
comp141099_c0_seq1	 0.021196 	 0.019771 
comp141099_c0_seq2	 0.066080 	 0.059404 
comp141100_c0_seq1	 0.007369 	 0.024734 
comp141100_c0_seq3	 0.007369 	 0.024734 
comp141100_c0_seq4	 0.009060 	 0.006043 
comp141100_c0_seq7	 0.009060 	 0.006043 
comp141100_c0_seq8	 0.009060 	 0.006043 
comp141100_c0_seq9	 0.005544 	 0.002369 
comp141101_c2_seq1	 0.711231 	 0.759705 
comp141101_c2_seq2	 0.436453 	 0.475585 
comp141101_c2_seq3	 0.069041 	 0.074574 
comp141103_c2_seq2	 0.023451 	 0.026094 
comp141104_c1_seq2	 0.001791 	 0.001125 
comp141104_c1_seq3	 0.043653 	 0.042544 
comp141104_c1_seq4	 0.045220 	 0.043669 
comp141104_c1_seq5	 0.045220 	 0.043669 
comp141104_c1_seq6	 0.001791 	 0.001125 
comp141104_c1_seq9	 0.043653 	 0.042544 
comp141109_c0_seq1	 0.005065 	 0.004800 
comp141109_c0_seq3	 0.002509 	 0.002217 
comp141109_c0_seq4	 0.005065 	 0.004800 
comp141109_c0_seq5	 0.005065 	 0.004800 
comp141109_c0_seq6	 0.005065 	 0.004800 
comp141109_c0_seq7	 0.002509 	 0.002217 
comp141109_c0_seq8	 0.005065 	 0.004800 
comp141109_c0_seq9	 0.005065 	 0.004800 
comp141119_c0_seq1	 0.028250 	 0.032163 
comp141126_c0_seq1	 0.004480 	 0.006052 
comp141126_c2_seq1	 0.012805 	 0.013551 
comp141128_c0_seq3	 0.000425 	 0.000904 
comp141129_c0_seq1	 0.065337 	 0.064354 
comp141129_c0_seq2	 0.065337 	 0.064354 
comp141129_c0_seq3	 0.065337 	 0.064354 
comp141129_c0_seq4	 0.065337 	 0.064354 
comp141129_c0_seq6	 0.065337 	 0.064354 
comp141129_c0_seq7	 0.065337 	 0.064354 
comp141129_c0_seq8	 0.065337 	 0.064354 
comp141131_c0_seq11	 0.020292 	 0.029985 
comp141131_c0_seq3	 0.033793 	 0.036746 
comp141131_c0_seq4	 0.020292 	 0.029985 
comp141131_c0_seq7	 0.058270 	 0.059192 
comp141131_c2_seq1	 0.032750 	 0.036062 
comp141132_c2_seq3	 0.004822 	 0.007457 
comp141137_c1_seq1	 0.003869 	 0.001985 
comp141137_c1_seq10	 0.010212 	 0.009312 
comp141137_c1_seq11	 0.010212 	 0.009312 
comp141137_c1_seq12	 0.010212 	 0.009312 
comp141137_c1_seq13	 0.010212 	 0.009312 
comp141137_c1_seq4	 0.010212 	 0.009312 
comp141137_c1_seq6	 0.003869 	 0.001985 
comp141137_c1_seq7	 0.010212 	 0.009312 
comp141137_c1_seq8	 0.010212 	 0.009312 
comp141137_c1_seq9	 0.010212 	 0.009312 
comp141137_c2_seq1	 0.001302 	 0.001348 
comp141137_c2_seq2	 0.001302 	 0.001348 
comp141137_c5_seq1	 0.004741 	 0.004919 
comp141150_c0_seq1	 0.011087 	 0.010262 
comp141150_c0_seq3	 0.011087 	 0.010262 
comp141150_c0_seq4	 0.011087 	 0.010262 
comp141159_c0_seq1	 0.014429 	 0.015064 
comp141159_c0_seq2	 0.170685 	 0.193750 
comp141159_c0_seq3	 0.171717 	 0.194715 
comp141159_c0_seq4	 0.013397 	 0.014099 
comp141162_c0_seq1	 0.110140 	 0.090310 
comp141162_c3_seq1	 1.741538 	 1.765949 
comp141164_c1_seq1	 0.034694 	 0.037191 
comp141164_c1_seq2	 0.034694 	 0.037191 
comp141164_c1_seq3	 0.034694 	 0.037191 
comp141166_c0_seq2	 0.002669 	 0.003534 
comp141166_c0_seq3	 0.002669 	 0.003534 
comp141166_c0_seq5	 0.008720 	 0.008627 
comp141166_c0_seq6	 0.008720 	 0.008627 
comp141166_c0_seq8	 0.002669 	 0.003534 
comp141169_c0_seq1	 0.003659 	 0.004420 
comp141169_c0_seq2	 0.003659 	 0.004420 
comp141171_c0_seq1	 0.094227 	 0.107335 
comp141171_c0_seq2	 0.020207 	 0.021921 
comp141177_c0_seq1	 0.008948 	 0.014805 
comp141177_c0_seq3	 0.008948 	 0.014805 
comp141177_c0_seq4	 0.008948 	 0.014805 
comp141177_c0_seq5	 0.001788 	 0.006576 
comp141177_c0_seq6	 0.001788 	 0.006576 
comp141177_c0_seq7	 0.008948 	 0.014805 
comp141185_c0_seq1	 0.005510 	 0.005590 
comp141192_c1_seq1	 0.234854 	 0.297321 
comp141192_c1_seq3	 0.234854 	 0.297321 
comp141192_c1_seq4	 0.234854 	 0.297321 
comp141199_c0_seq1	 0.023735 	 0.022473 
comp141211_c1_seq1	 0.014133 	 0.014151 
comp141213_c0_seq2	 0.002577 	 0.002546 
comp141214_c0_seq1	 0.134736 	 0.137093 
comp141218_c0_seq1	 0.192582 	 0.174645 
comp141218_c0_seq2	 0.464896 	 0.435487 
comp141218_c0_seq3	 0.654785 	 0.632518 
comp141218_c0_seq4	 0.464896 	 0.435487 
comp141219_c0_seq1	 0.150399 	 0.194065 
comp141222_c0_seq1	 0.060384 	 0.067945 
comp141225_c0_seq1	 0.113551 	 0.102114 
comp141234_c1_seq1	 0.000374 	 0.000720 
comp141234_c1_seq3	 0.000374 	 0.000720 
comp141236_c0_seq1	 0.037886 	 0.021914 
comp141236_c0_seq4	 0.037886 	 0.021914 
comp141236_c0_seq5	 0.037886 	 0.021914 
comp141236_c1_seq2	 0.002807 	 0.000978 
comp141240_c0_seq2	 0.001630 	 0.001435 
comp141240_c0_seq4	 0.001630 	 0.001435 
comp141240_c0_seq5	 0.001630 	 0.001435 
comp141240_c0_seq6	 0.001630 	 0.001435 
comp141240_c0_seq7	 0.001630 	 0.001435 
comp141240_c0_seq8	 0.001630 	 0.001435 
comp141249_c0_seq1	 0.008334 	 0.007954 
comp141263_c3_seq1	 0.095711 	 0.101336 
comp141263_c3_seq2	 0.095711 	 0.101336 
comp141265_c0_seq10	 0.002341 	 0.003352 
comp141265_c0_seq11	 0.002341 	 0.003352 
comp141265_c0_seq13	 0.002341 	 0.003352 
comp141265_c0_seq15	 0.002341 	 0.003352 
comp141265_c0_seq19	 0.002341 	 0.003352 
comp141265_c0_seq2	 0.002341 	 0.003352 
comp141265_c0_seq21	 0.002341 	 0.003352 
comp141265_c0_seq9	 0.002341 	 0.003352 
comp141267_c2_seq2	 0.067325 	 0.063238 
comp141267_c2_seq4	 0.067325 	 0.063238 
comp141267_c2_seq7	 0.067325 	 0.063238 
comp141267_c2_seq8	 0.067325 	 0.063238 
comp141270_c1_seq10	 0.000655 	 0.000368 
comp141270_c1_seq5	 0.000655 	 0.000368 
comp141270_c1_seq7	 0.000655 	 0.000368 
comp141270_c1_seq8	 0.000655 	 0.000368 
comp141280_c0_seq1	 0.005023 	 0.004948 
comp141280_c0_seq2	 0.005023 	 0.004948 
comp141281_c0_seq1	 0.148270 	 0.142900 
comp141288_c4_seq2	 0.012382 	 0.012477 
comp141288_c4_seq3	 0.012382 	 0.012477 
comp141292_c0_seq1	 1.061127 	 1.144050 
comp141292_c0_seq2	 1.061127 	 1.144050 
comp141294_c0_seq1	 0.005664 	 0.009647 
comp141294_c0_seq3	 0.005664 	 0.009647 
comp141295_c0_seq1	 0.005324 	 0.005294 
comp141295_c0_seq2	 0.004376 	 0.006520 
comp141295_c0_seq3	 0.005324 	 0.005294 
comp141295_c0_seq4	 0.015471 	 0.013251 
comp141297_c0_seq1	 0.050460 	 0.043819 
comp141297_c0_seq2	 0.050460 	 0.043819 
comp141297_c0_seq3	 0.037525 	 0.030260 
comp141312_c0_seq1	 0.078640 	 0.072893 
comp141318_c0_seq1	 0.032470 	 0.036953 
comp141318_c0_seq2	 0.128049 	 0.119011 
comp141318_c0_seq3	 0.506772 	 0.471322 
comp141319_c0_seq1	 0.001814 	 0.000720 
comp141319_c0_seq2	 0.001814 	 0.000720 
comp141322_c0_seq1	 0.059011 	 0.076062 
comp141322_c0_seq2	 0.031261 	 0.043122 
comp141327_c0_seq1	 0.295692 	 0.333437 
comp141333_c0_seq2	 0.000706 	 0.000470 
comp141333_c0_seq5	 0.000706 	 0.000470 
comp141333_c0_seq6	 0.000706 	 0.000470 
comp141340_c0_seq3	 0.001748 	 0.004093 
comp141340_c0_seq4	 0.022324 	 0.023086 
comp141340_c0_seq6	 0.009383 	 0.009030 
comp141353_c0_seq1	 0.002886 	 0.001447 
comp141353_c0_seq2	 0.002886 	 0.001447 
comp141354_c0_seq1	 0.050329 	 0.039919 
comp141354_c0_seq3	 0.050329 	 0.039919 
comp141357_c0_seq2	 0.012812 	 0.012368 
comp141359_c0_seq1	 0.142428 	 0.085642 
comp141361_c1_seq1	 0.022583 	 0.015632 
comp141361_c1_seq2	 0.022583 	 0.015632 
comp141361_c5_seq1	 0.007021 	 0.005930 
comp141375_c0_seq1	 0.003635 	 0.001885 
comp141378_c1_seq1	 0.007943 	 0.007817 
comp141378_c1_seq5	 0.007943 	 0.007817 
comp141378_c1_seq6	 0.008731 	 0.009442 
comp141378_c1_seq8	 0.000788 	 0.001625 
comp141379_c0_seq1	 0.021353 	 0.013703 
comp141379_c0_seq2	 0.021353 	 0.013703 
comp141379_c0_seq3	 0.021353 	 0.013703 
comp141379_c0_seq4	 0.021353 	 0.013703 
comp141385_c0_seq1	 0.061797 	 0.035501 
comp141385_c0_seq2	 0.061797 	 0.035501 
comp141385_c0_seq3	 0.061797 	 0.035501 
comp141385_c0_seq4	 0.072495 	 0.041394 
comp141385_c0_seq7	 0.038468 	 0.020967 
comp141391_c0_seq2	 0.122857 	 0.100458 
comp141394_c1_seq3	 0.051088 	 0.045363 
comp141394_c1_seq4	 0.051088 	 0.045363 
comp141402_c0_seq1	 0.006849 	 0.003436 
comp141402_c0_seq4	 0.006849 	 0.003436 
comp141410_c0_seq1	 0.071507 	 0.077016 
comp141415_c0_seq1	 0.516047 	 0.515277 
comp141415_c0_seq2	 0.494015 	 0.493251 
comp141415_c0_seq3	 0.516047 	 0.515277 
comp141415_c0_seq4	 0.516047 	 0.515277 
comp141415_c0_seq5	 0.494015 	 0.493251 
comp141426_c0_seq1	 1.085931 	 1.052948 
comp141432_c0_seq1	 0.007166 	 0.007121 
comp141433_c0_seq1	 0.005933 	 0.005245 
comp141435_c0_seq1	 0.184466 	 0.154783 
comp141437_c1_seq1	 0.015604 	 0.016492 
comp141437_c1_seq2	 0.024044 	 0.023450 
comp141437_c1_seq3	 0.024044 	 0.023450 
comp141440_c1_seq2	 0.002612 	 0.002486 
comp141444_c0_seq1	 0.890738 	 0.919175 
comp141449_c2_seq1	 0.002716 	 0.002410 
comp141450_c1_seq1	 0.196079 	 0.140193 
comp141450_c1_seq2	 0.196079 	 0.140193 
comp141450_c1_seq3	 0.122116 	 0.091141 
comp141450_c1_seq5	 0.122116 	 0.091141 
comp141452_c0_seq2	 0.005719 	 0.004862 
comp141458_c1_seq1	 0.063905 	 0.075491 
comp141462_c0_seq2	 0.009678 	 0.010756 
comp141462_c0_seq2	 0.001942 	 0.002110 
comp141462_c0_seq4	 0.009678 	 0.010756 
comp141462_c0_seq4	 0.001942 	 0.002110 
comp141465_c1_seq1	 1.753411 	 1.686138 
comp141469_c0_seq1	 0.032284 	 0.024279 
comp141469_c0_seq2	 0.032284 	 0.024279 
comp141473_c0_seq2	 0.046181 	 0.040913 
comp141473_c1_seq1	 0.109703 	 0.107979 
comp141474_c1_seq1	 0.009388 	 0.011047 
comp141474_c1_seq2	 0.004034 	 0.004106 
comp141477_c4_seq1	 0.008736 	 0.008553 
comp141481_c0_seq1	 0.035376 	 0.019884 
comp141481_c0_seq2	 0.018810 	 0.006648 
comp141488_c0_seq1	 0.001866 	 0.000917 
comp141496_c1_seq3	 0.068846 	 0.059092 
comp141496_c1_seq4	 0.113660 	 0.092933 
comp141497_c1_seq1	 0.016395 	 0.008397 
comp141497_c1_seq2	 0.016395 	 0.008397 
comp141497_c1_seq3	 0.016395 	 0.008397 
comp141498_c0_seq1	 0.183691 	 0.210063 
comp141498_c0_seq10	 0.147198 	 0.170872 
comp141498_c0_seq11	 0.152099 	 0.170822 
comp141498_c0_seq12	 0.115607 	 0.131631 
comp141498_c0_seq2	 0.147198 	 0.170872 
comp141498_c0_seq3	 0.183691 	 0.210063 
comp141498_c0_seq4	 0.152099 	 0.170822 
comp141498_c0_seq5	 0.079117 	 0.087048 
comp141498_c0_seq5	 0.072982 	 0.083775 
comp141498_c0_seq6	 0.110709 	 0.126289 
comp141498_c0_seq6	 0.072982 	 0.083775 
comp141498_c0_seq7	 0.115607 	 0.131631 
comp141498_c0_seq8	 0.183691 	 0.210063 
comp141498_c0_seq9	 0.152099 	 0.170822 
comp141504_c0_seq1	 0.001622 	 0.001190 
comp141504_c0_seq2	 0.018898 	 0.014736 
comp141504_c0_seq3	 0.001622 	 0.001190 
comp141512_c1_seq1	 0.009171 	 0.008279 
comp141514_c2_seq1	 0.005686 	 0.004635 
comp141514_c2_seq2	 0.005686 	 0.004635 
comp141514_c2_seq3	 0.005686 	 0.004635 
comp141514_c2_seq5	 0.005686 	 0.004635 
comp141518_c0_seq1	 0.218227 	 0.201454 
comp141518_c0_seq2	 0.250781 	 0.228935 
comp141518_c0_seq3	 0.359216 	 0.305062 
comp141518_c0_seq4	 0.300629 	 0.269795 
comp141518_c0_seq4	 0.359216 	 0.305062 
comp141518_c0_seq5	 0.333183 	 0.297276 
comp141518_c0_seq5	 0.359216 	 0.305062 
comp141518_c0_seq6	 0.041921 	 0.041383 
comp141522_c0_seq2	 0.102554 	 0.111466 
comp141533_c1_seq1	 0.003522 	 0.006582 
comp141533_c1_seq2	 0.004967 	 0.009473 
comp141533_c1_seq3	 0.004967 	 0.009473 
comp141536_c0_seq2	 0.000867 	 0.001416 
comp141536_c0_seq3	 0.000867 	 0.001416 
comp141543_c0_seq3	 0.001382 	 0.002302 
comp141550_c0_seq1	 1.468232 	 1.344409 
comp141553_c2_seq1	 0.001607 	 0.001473 
comp141553_c2_seq2	 0.001607 	 0.001473 
comp141553_c2_seq3	 0.001607 	 0.001473 
comp141553_c2_seq4	 0.001607 	 0.001473 
