"","bareCaseInlet","bareFidalgoBay","barePortGamble","bareSkokomishRiver","bareWillapaBay","eelgrassCaseInlet","eelgrassFidalgoBay","eelgrassPortGamble","eelgrassSkokomishRiver"
"cds.comp144216_c1_seq5|m.50339",0.012807035,0.026969518,0.013368112,0.008335217,0.008709547,0.012222608,0.015674702,0.006182874,0.623927931
"cds.comp144216_c1_seq6|m.50340",0.039790775,0.057126498,0.036749663,0.034585974,0.021643378,0.0358185565,0.033260063,0.037765958,0.645447666
"cds.comp144216_c1_seq7|m.50341",0.012807035,0.026969518,0.013368112,0.008335217,0.008709547,0.012222608,0.015674702,0.006182874,0.623927931
"cds.comp144216_c1_seq9|m.50342",0.012807035,0.026969518,0.013368112,0.008335217,0.008709547,0.012222608,0.015674702,0.006182874,0.623927931
"cds.comp144216_c1_seq9|m.50343",0.019509827,0.016601166,0.016691956,0.015410749,0.006664752,0.019799871,0.014129191,0.019245454,0.012856656
"cds.comp144220_c0_seq2|m.50354",0.014458173,0.002489742,0.01755595,0.011308689,0.010469184,0.014651749,0.011921595,0.010181817,0.011126843
"cds.comp144223_c0_seq1|m.50356",0.000132634,3.4928e-05,0.001343578,0.001253851,2.2002e-05,8.1497e-05,0.002550738,0.001784996,0.000393147
"cds.comp144223_c0_seq2|m.50357",0.000132634,3.4928e-05,0.001343578,0.001253851,2.2002e-05,8.1497e-05,0.002550738,0.001784996,0.000393147
"cds.comp144223_c0_seq3|m.50361",0.000132634,3.4928e-05,0.001343578,0.001253851,2.2002e-05,8.1497e-05,0.002550738,0.001784996,0.000393147
"cds.comp144223_c0_seq4|m.50365",0.000132634,3.4928e-05,0.001343578,0.001253851,2.2002e-05,8.1497e-05,0.002550738,0.001784996,0.000393147
"cds.comp144226_c0_seq1|m.50378",0.000564077,0.000106893,0.000364749,6.051e-05,0.00018912,0.001389067,0.000352425,0.000174933,0.001229478
"cds.comp144227_c0_seq1|m.50388",0.016980893,0.00907602,0.001227442,0.011225686,0.014145862,0.011001748,0.006722155,0.002659765,0.004831391
"cds.comp144231_c0_seq1|m.50390",0.002273303,0.005232664,0.005235503,0.002263827,0.003298808,0.004509708,0.00415855,0.00413689,0.002895282
"cds.comp144231_c0_seq3|m.50395",0.002273303,0.005232664,0.005235503,0.002263827,0.003298808,0.004509708,0.00415855,0.00413689,0.002895282
"cds.comp144231_c0_seq4|m.50396",0.002273303,0.005232664,0.005235503,0.002263827,0.003298808,0.004509708,0.00415855,0.00413689,0.002895282
"cds.comp144233_c0_seq2|m.50402",0.022802856,0.006200634,0.00672431,0.012410895,0.012582406,0.009085809,0.008265233,0.013957757,0.013083463
"cds.comp144233_c0_seq3|m.50404",0.022802856,0.006200634,0.00672431,0.012410895,0.012582406,0.009085809,0.008265233,0.013957757,0.013083463
"cds.comp144233_c0_seq4|m.50406",0.01644953,0.004411008,0.007546893,0.011902785,0.008377971,0.006516747,0.009570747,0.005948183,0.004794652
"cds.comp144234_c0_seq1|m.50408",0.000584655263157895,0.004712834,0.00159697365625,6.55e-06,4.669e-06,0.000538249826923077,4.534e-06,0.00426841696296296,0.003335631
"cds.comp144236_c0_seq1|m.50410",0.006576942,0.004541623,0.011700268,0.002336972,0.0010177,0.004711673,0.000938635,0.006593247,0.003256789
"cds.comp144236_c0_seq2|m.50412",0.006576942,0.004541623,0.011700268,0.002336972,0.0010177,0.004711673,0.000938635,0.006593247,0.003256789
"cds.comp144236_c0_seq3|m.50415",0.006576942,0.004541623,0.011700268,0.002336972,0.0010177,0.004711673,0.000938635,0.006593247,0.003256789
"cds.comp144250_c0_seq1|m.50453",0.00906616,0.006867318,0.00412003,0.007587253,0.004306244,0.004778512,0.006790809,0.006397806,0.002201355
"cds.comp144250_c0_seq11|m.50473",0.00906616,0.006867318,0.00412003,0.007587253,0.004306244,0.004778512,0.006790809,0.006397806,0.002201355
"cds.comp144250_c0_seq12|m.50477",0.00906616,0.006867318,0.00412003,0.007587253,0.004306244,0.004778512,0.006790809,0.006397806,0.002201355
"cds.comp144250_c0_seq13|m.50481",0.00906616,0.006867318,0.00412003,0.007587253,0.004306244,0.004778512,0.006790809,0.006397806,0.002201355
"cds.comp144250_c0_seq14|m.50485",0.00906616,0.006867318,0.00412003,0.007587253,0.004306244,0.004778512,0.006790809,0.006397806,0.002201355
"cds.comp144250_c0_seq4|m.50459",0.00906616,0.006867318,0.00412003,0.007587253,0.004306244,0.004778512,0.006790809,0.006397806,0.002201355
"cds.comp144250_c0_seq8|m.50465",0.00906616,0.006867318,0.00412003,0.007587253,0.004306244,0.004778512,0.006790809,0.006397806,0.002201355
"cds.comp144250_c0_seq9|m.50469",0.00906616,0.006867318,0.00412003,0.007587253,0.004306244,0.004778512,0.006790809,0.006397806,0.002201355
"cds.comp144251_c0_seq1|m.50489",0.001860313,0.005105298,0.006644374,0.001528863,0.000773391,0.003531255,0.00281533,0.001806933,0.00013257
"cds.comp144251_c0_seq2|m.50490",0.001860313,0.005105298,0.006644374,0.001528863,0.000773391,0.003531255,0.00281533,0.001806933,0.00013257
"cds.comp144254_c0_seq1|m.50498",0.005236329,0.005001533,0.024878816,0.002379218,0.006137731,0.027174533,0.021314621,0.007515416,0.002497215
"cds.comp144254_c0_seq3|m.50502",0.005084857,0.004773181,0.020984605,0.002361394,0.006069821,0.022498799,0.020552415,0.007330866,0.0024909
"cds.comp144254_c0_seq6|m.50506",0.005236329,0.005001533,0.024878816,0.002379218,0.006137731,0.027174533,0.021314621,0.007515416,0.002497215
"cds.comp144256_c0_seq1|m.50617",0.00087716,0.00026393,0.000114658,0.000154386,0.000287529,0.001595238,0.000613122,0.000182171,0.001408617
"cds.comp144256_c0_seq2|m.50619",0.00087716,0.00026393,0.000114658,0.000154386,0.000287529,0.001595238,0.000613122,0.000182171,0.001408617
"cds.comp144260_c0_seq1|m.50624",0.016356304,0.019162108,0.016309704,0.021268672,0.004688586,0.018177038,0.018482092,0.01013455,0.022183392
"cds.comp144260_c0_seq2|m.50627",0.016356304,0.019162108,0.016309704,0.021268672,0.004688586,0.018177038,0.018482092,0.01013455,0.022183392
"cds.comp144262_c1_seq1|m.50633",0.009353025,0.013135785,0.007936409,0.007088941,0.006533318,0.005643462,0.009752118,0.008500539,0.007925159
"cds.comp144262_c1_seq3|m.50635",0.026670541,0.022679888,0.044153147,0.025317158,0.029678217,0.025601651,0.044627981,0.040733336,0.025951514
"cds.comp144262_c1_seq7|m.50637",0.012942645,0.006716375,0.029266062,0.014825608,0.018929437,0.017217274,0.030437699,0.026996255,0.014877925
"cds.comp144262_c1_seq8|m.50638",0.026670541,0.022679888,0.044153147,0.025317158,0.029678217,0.025601651,0.044627981,0.040733336,0.025951514
"cds.comp144264_c0_seq2|m.50640",0.331812258,0.677398867,0.434328475,0.266571279,0.188903783,0.27625404,0.363699579,0.29599668,0.470614992
"cds.comp144265_c0_seq2|m.50642",0.00030183,0.000842086,0.001331101,0.001095619,0.004756155,9.6324e-05,0.000766308,0.002518978,0.000105469
"cds.comp144265_c0_seq5|m.50648",0.00030183,0.000842086,0.001331101,0.001095619,0.004756155,9.6324e-05,0.000766308,0.002518978,0.000105469
"cds.comp144270_c0_seq1|m.50682",0.300322599,0.201074442,0.265656946,0.289525041,0.21565652,0.244119962,0.189470284,0.205521609,0.234372212
"cds.comp144270_c0_seq10|m.50698",0.013648392,0.000368433,0.00857864,0.00787837,0.004239034,0.007557027,0.011854065,0.002764976,0.016295687
"cds.comp144270_c0_seq12|m.50700",0.013648392,0.000368433,0.00857864,0.00787837,0.004239034,0.007557027,0.011854065,0.002764976,0.016295687
"cds.comp144270_c0_seq2|m.50683",0.327107377,0.201500547,0.286175914,0.31868511,0.228504509,0.279071513,0.204491534,0.205996086,0.245849735
"cds.comp144270_c0_seq3|m.50686",0.363379437,0.22300608,0.313512067,0.345876505,0.244134294,0.303906084,0.227983976,0.232265959,0.270384103
"cds.comp144270_c0_seq4|m.50689",0.228961544,0.126595629,0.154906171,0.222998476,0.133538523,0.196495939,0.153214946,0.202437934,0.225761488
"cds.comp144270_c0_seq5|m.50690",0.352826318,0.218439596,0.278242893,0.337323637,0.219660357,0.299755659,0.236573031,0.260230337,0.292165563
"cds.comp144270_c0_seq6|m.50693",0.298454493,0.196669344,0.250905677,0.294210807,0.203336729,0.263923784,0.201703068,0.202912411,0.240916867
"cds.comp144270_c0_seq9|m.50696",0.013648392,0.000368433,0.00857864,0.00787837,0.004239034,0.007557027,0.011854065,0.002764976,0.016295687
"cds.comp144272_c0_seq1|m.50707",0.003599759,0.007576906,5.521e-06,0.000430562,0.00262031,0.005340431,0.000249916,0.000764601,0.000110403
"cds.comp144275_c0_seq1|m.50713",0.022177828,0.005870798,0.02589197,0.009790194,0.004927058,0.016792323,0.023915998,0.010319218,0.005859156
"cds.comp144277_c2_seq1|m.50717",0.142318576,0.1068644,0.132252827,0.134143047,0.048115102,0.174373403,0.134591499,0.239480952,0.158769433
"cds.comp144277_c2_seq2|m.50720",0.066594838,0.00205999,0.013864779,0.059645676,0.003540363,0.067244912,0.008309942,0.16011899,0.093320506
"cds.comp144280_c1_seq1|m.50734",0.007765891,0.013121952,0.016442285,0.010848597,0.013265601,0.010514403,0.017747476,0.007159509,0.01370499
"cds.comp144283_c0_seq1|m.50749",0.000182719,0.014824284,8.061e-06,0.00105646421212121,0.000166125,0.000191695,0.004814971,0.00426841696296296,0.002113038
"cds.comp144283_c0_seq2|m.50753",0.001395138,0.06170538,0.023203046,0.003231988,0.000866814,0.031458921,0.031770198,0.079714386,0.011555422
"cds.comp144283_c0_seq6|m.50761",0.001395138,0.06170538,0.023203046,0.003231988,0.000866814,0.031458921,0.031770198,0.079714386,0.011555422
"cds.comp144284_c0_seq1|m.50766",0.029240008,0.014230195,0.014580975,0.023025084,0.019345842,0.013304472,0.022139041,0.016279036,0.023082073
"cds.comp144284_c0_seq2|m.50768",0.029240008,0.014230195,0.014580975,0.023025084,0.019345842,0.013304472,0.022139041,0.016279036,0.023082073
"cds.comp144284_c0_seq3|m.50770",0.003068292,0.003396123,0.005137,0.002028266,0.001388677,0.001928686,0.002867141,0.003245802,0.002087065
"cds.comp144284_c0_seq5|m.50772",0.003068292,0.003396123,0.005137,0.002028266,0.001388677,0.001928686,0.002867141,0.003245802,0.002087065
"cds.comp144285_c0_seq1|m.50774",0.01048033,0.011353801,0.012513758,0.007401543,0.005062444,0.00881878,0.004641762,0.010865726,0.010219527
"cds.comp144285_c0_seq2|m.50776",0.01048033,0.011353801,0.012513758,0.007401543,0.005062444,0.00881878,0.004641762,0.010865726,0.010219527
"cds.comp144288_c0_seq1|m.50785",0.078901404,0.107972984,0.086960056,0.105233155,0.059578705,0.060833469,0.103858789,0.103423978,0.112466556
"cds.comp144289_c0_seq13|m.50806",0.006202249,0.006689466,0.007076598,0.004716998,0.004343907,0.005626885,0.008657652,0.006584954,0.00302225
"cds.comp144289_c0_seq3|m.50790",0.006202249,0.006689466,0.007076598,0.004716998,0.004343907,0.005626885,0.008657652,0.006584954,0.00302225
"cds.comp144289_c0_seq8|m.50801",0.006202249,0.006689466,0.007076598,0.004716998,0.004343907,0.005626885,0.008657652,0.006584954,0.00302225
"cds.comp144296_c0_seq1|m.50824",0.075914598,0.040200853,0.056925595,0.039960694,0.063928017,0.065022908,0.044420888,0.059613679,0.039098708
"cds.comp144298_c0_seq1|m.50830",1.7669e-05,6.324e-06,1.465e-05,0.00105646421212121,0.000176840444444444,0.000654978,4.099e-06,0.000654354,6.054e-06
"cds.comp144298_c0_seq2|m.50832",1.7669e-05,6.324e-06,1.465e-05,0.00105646421212121,0.000176840444444444,0.000654978,4.099e-06,0.000654354,6.054e-06
"cds.comp144298_c0_seq3|m.50834",1.7669e-05,6.324e-06,1.465e-05,0.00105646421212121,0.000176840444444444,0.000654978,4.099e-06,0.000654354,6.054e-06
"cds.comp144299_c1_seq1|m.50837",0.019667081,0.039394429,0.028009423,0.021848054,0.009695357,0.030791762,0.041540561,0.048619058,0.038046963
"cds.comp144300_c0_seq13|m.50839",0.001303681,0.002796325,0.003649956,0.002106969,0.000790538,0.002920111,0.002781137,0.002249831,0.00109334
"cds.comp144300_c0_seq22|m.50840",0.001303681,0.002796325,0.003649956,0.002106969,0.000790538,0.002920111,0.002781137,0.002249831,0.00109334
"cds.comp144300_c0_seq3|m.50838",0.001303681,0.002796325,0.003649956,0.002106969,0.000790538,0.002920111,0.002781137,0.002249831,0.00109334
"cds.comp144308_c0_seq1|m.50897",0.091302431,0.061604239,0.064461733,0.103251376,0.094974889,0.090921583,0.085935451,0.052291902,0.123054675
"cds.comp144308_c0_seq2|m.50898",0.141000979,0.097061727,0.080948032,0.140884268,0.142254002,0.121350163,0.103131294,0.063398622,0.185499191
"cds.comp144308_c0_seq3|m.50900",0.091302431,0.061604239,0.064461733,0.103251376,0.094974889,0.090921583,0.085935451,0.052291902,0.123054675
"cds.comp144308_c0_seq4|m.50901",0.136043409,0.090745382,0.07843362,0.132731164,0.137086848,0.116408436,0.099199914,0.059753157,0.179348037
"cds.comp144308_c0_seq5|m.50903",0.141000979,0.097061727,0.080948032,0.140884268,0.142254002,0.121350163,0.103131294,0.063398622,0.185499191
"cds.comp144308_c0_seq6|m.50905",0.020543808,0.019729958,0.010859583,0.019336859,0.010535729,0.015574513,0.007814425,0.004963961,0.022368502
"cds.comp144308_c0_seq7|m.50906",0.013416472,0.006001386,0.00302191,0.009226978,0.005024853,0.013044399,0.005146659,0.001720113,0.012437213
"cds.comp144308_c0_seq8|m.50907",0.005622951,0.010820688,0.007537407,0.008076794,0.00317602,0.002055427,0.00124552,0.002986164,0.008379414
"cds.comp144311_c1_seq1|m.50913",0.080071447,0.09732782,0.08302101,0.095438308,0.066294263,0.063067279,0.053952079,0.09656002,0.095714612
"cds.comp144313_c1_seq1|m.50918",0.448045364,0.266541683,0.24917808,0.376164525,0.35745693,0.363027841,0.216219003,0.257535912,0.418621129
"cds.comp144314_c0_seq1|m.50923",0.018952806,0.018329535,0.024425019,0.018303579,0.023942618,0.009399718,0.017888333,0.024459493,0.020035742
"cds.comp144318_c0_seq1|m.50935",0.066688677,0.01330394,0.039361524,0.024925681,0.029549614,0.019724656,0.020512948,0.045609911,0.020059191
"cds.comp144318_c0_seq10|m.50970",0.009873876,0.004855104,0.014089536,0.008293601,0.012097225,0.008090141,0.007329616,0.014815961,0.006803775
"cds.comp144318_c0_seq11|m.50972",0.024338927,0.010647396,0.01957437,0.024127924,0.01876909,0.024938687,0.012148652,0.017197019,0.033634844
"cds.comp144318_c0_seq12|m.50975",0.005194128,0.001772522,0.003437984,0.005040027,0.003057875,0.003133356,0.003843192,0.003280163,0.003885367
"cds.comp144318_c0_seq13|m.50977",0.009873876,0.004855104,0.014089536,0.008293601,0.012097225,0.008090141,0.007329616,0.014815961,0.006803775
"cds.comp144318_c0_seq14|m.50979",0.009873876,0.004855104,0.014089536,0.008293601,0.012097225,0.008090141,0.007329616,0.014815961,0.006803775
"cds.comp144318_c0_seq15|m.50980",0.00321693,0.000514569,0.003759392,0.007492437,0.000701153,0.000709674,0.003945599,0.008996153,0.00154281
"cds.comp144318_c0_seq2|m.50940",0.009873876,0.004855104,0.014089536,0.008293601,0.012097225,0.008090141,0.007329616,0.014815961,0.006803775
"cds.comp144318_c0_seq3|m.50941",0.009873876,0.004855104,0.014089536,0.008293601,0.012097225,0.008090141,0.007329616,0.014815961,0.006803775
"cds.comp144318_c0_seq4|m.50942",0.042694962,0.003409598,0.015559776,0.007526182,0.007737724,0.003704466,0.005798538,0.021355841,0.005390123
"cds.comp144318_c0_seq5|m.50945",0.066688677,0.01330394,0.039361524,0.024925681,0.029549614,0.019724656,0.020512948,0.045609911,0.020059191
"cds.comp144318_c0_seq6|m.50951",0.066688677,0.01330394,0.039361524,0.024925681,0.029549614,0.019724656,0.020512948,0.045609911,0.020059191
"cds.comp144318_c0_seq7|m.50956",0.024338927,0.010647396,0.01957437,0.024127924,0.01876909,0.024938687,0.012148652,0.017197019,0.033634844
"cds.comp144318_c0_seq8|m.50959",0.066688677,0.01330394,0.039361524,0.024925681,0.029549614,0.019724656,0.020512948,0.045609911,0.020059191
"cds.comp144318_c0_seq9|m.50964",0.066688677,0.01330394,0.039361524,0.024925681,0.029549614,0.019724656,0.020512948,0.045609911,0.020059191
"cds.comp144319_c0_seq1|m.50982",0.008509753,0.020172441,0.010841864,0.015970254,0.006986174,0.005158309,0.005440123,0.010152777,0.012915661
"cds.comp144319_c0_seq2|m.50986",0.006801306,0.007306817,0.005299043,0.006472259,0.004993966,0.00478462,0.005112909,0.006645661,0.007157647
"cds.comp144319_c0_seq2|m.50987",0.001708447,0.012865624,0.005542821,0.009497995,0.001992208,0.000373689,0.000327214,0.003507116,0.005758014
"cds.comp144319_c0_seq3|m.50992",0.008509753,0.020172441,0.010841864,0.015970254,0.006986174,0.005158309,0.005440123,0.010152777,0.012915661
"cds.comp144319_c0_seq5|m.50998",0.006801306,0.007306817,0.005299043,0.006472259,0.004993966,0.00478462,0.005112909,0.006645661,0.007157647
"cds.comp144319_c0_seq5|m.50999",0.001708447,0.012865624,0.005542821,0.009497995,0.001992208,0.000373689,0.000327214,0.003507116,0.005758014
"cds.comp144323_c1_seq9|m.51010",0.208616305,0.43072838,0.319953593,0.294474197,0.177285057,0.235932659,0.255692256,0.394131155,0.381973974
"cds.comp144324_c2_seq1|m.51013",0.009285116,0.001984541,0.019167316,0.009165245,0.039680071,0.001225543,0.011092435,0.052754324,0.013778544
"cds.comp144324_c2_seq2|m.51014",0.009285116,0.001984541,0.019167316,0.009165245,0.039680071,0.001225543,0.011092435,0.052754324,0.013778544
"cds.comp144324_c2_seq3|m.51015",0.009285116,0.001984541,0.019167316,0.009165245,0.039680071,0.001225543,0.011092435,0.052754324,0.013778544
"cds.comp144324_c2_seq4|m.51016",0.009285116,0.001984541,0.019167316,0.009165245,0.039680071,0.001225543,0.011092435,0.052754324,0.013778544
"cds.comp144325_c1_seq1|m.51017",0.001235384,0.001129632,0.004696221,0.00170728,0.003865606,0.000975804,0.003052617,0.00297905,0.003684702
"cds.comp144325_c1_seq2|m.51018",0.001235384,0.001129632,0.004696221,0.00170728,0.003865606,0.000975804,0.003052617,0.00297905,0.003684702
"cds.comp144325_c1_seq3|m.51019",0.001235384,0.001129632,0.004696221,0.00170728,0.003865606,0.000975804,0.003052617,0.00297905,0.003684702
"cds.comp144325_c1_seq4|m.51020",0.001235384,0.001129632,0.004696221,0.00170728,0.003865606,0.000975804,0.003052617,0.00297905,0.003684702
"cds.comp144325_c1_seq5|m.51021",0.001235384,0.001129632,0.004696221,0.00170728,0.003865606,0.000975804,0.003052617,0.00297905,0.003684702
"cds.comp144325_c1_seq6|m.51022",0.001235384,0.001129632,0.004696221,0.00170728,0.003865606,0.000975804,0.003052617,0.00297905,0.003684702
"cds.comp144325_c1_seq7|m.51023",0.001235384,0.001129632,0.004696221,0.00170728,0.003865606,0.000975804,0.003052617,0.00297905,0.003684702
"cds.comp144325_c1_seq8|m.51024",0.001235384,0.001129632,0.004696221,0.00170728,0.003865606,0.000975804,0.003052617,0.00297905,0.003684702
"cds.comp144327_c0_seq1|m.51032",0.036088084,0.01638924,0.028557895,0.04776227,0.02741369,0.05157108,0.023320486,0.022242013,0.03428351
"cds.comp144327_c0_seq2|m.51035",0.036088084,0.01638924,0.028557895,0.04776227,0.02741369,0.05157108,0.023320486,0.022242013,0.03428351
"cds.comp144327_c0_seq3|m.51037",0.036088084,0.01638924,0.028557895,0.04776227,0.02741369,0.05157108,0.023320486,0.022242013,0.03428351
"cds.comp144327_c0_seq4|m.51039",0.036088084,0.01638924,0.028557895,0.04776227,0.02741369,0.05157108,0.023320486,0.022242013,0.03428351
"cds.comp144327_c0_seq5|m.51042",0.036088084,0.01638924,0.028557895,0.04776227,0.02741369,0.05157108,0.023320486,0.022242013,0.03428351
"cds.comp144327_c0_seq6|m.51045",0.022890603,0.013533404,0.026485983,0.020591041,0.018032605,0.030403765,0.021867067,0.022054967,0.016930883
"cds.comp144327_c0_seq6|m.51047",0.013197481,0.002855836,0.002071912,0.027171229,0.009381085,0.021167315,0.001453419,0.000187046,0.017352627
"cds.comp144330_c0_seq1|m.51062",0.64727407,0.190793636,0.154224656,0.676040516,0.425878983,0.509984117,0.142052043,0.250521625,0.338684489
"cds.comp144330_c0_seq2|m.51067",0.592135998,0.155764166,0.132602025,0.573287085,0.351825779,0.419621863,0.120027184,0.198237776,0.291185762
"cds.comp144330_c0_seq3|m.51072",0.681165096,0.177169714,0.150573387,0.664490007,0.407206642,0.51864764,0.137689733,0.241745687,0.332426792
"cds.comp144330_c0_seq4|m.51077",0.558244972,0.169388088,0.136253294,0.584837594,0.37049812,0.41095834,0.124389494,0.207013714,0.297443459
"cds.comp144330_c0_seq5|m.51082",0.232062836,0.077683849,0.080989761,0.250839829,0.156139816,0.204097898,0.065971269,0.097659123,0.146921714
"cds.comp144332_c0_seq1|m.51086",0.001221428,0.001256589,0.002536664,0.001708228,0.001841831,0.002647035,0.001308169,0.001794397,0.000303474
"cds.comp144332_c0_seq3|m.51090",0.001221428,0.001256589,0.002536664,0.001708228,0.001841831,0.002647035,0.001308169,0.001794397,0.000303474
"cds.comp144335_c2_seq1|m.51093",0.640760212,0.578510151,0.601456837,0.68038401,0.575611585,0.480169894,0.607685187,0.649389808,0.67112666
"cds.comp144335_c2_seq10|m.51096",0.640760212,0.578510151,0.601456837,0.68038401,0.575611585,0.480169894,0.607685187,0.649389808,0.67112666
"cds.comp144335_c2_seq15|m.51097",0.640760212,0.578510151,0.601456837,0.68038401,0.575611585,0.480169894,0.607685187,0.649389808,0.67112666
"cds.comp144335_c2_seq6|m.51094",0.640760212,0.578510151,0.601456837,0.68038401,0.575611585,0.480169894,0.607685187,0.649389808,0.67112666
"cds.comp144335_c2_seq9|m.51095",0.640760212,0.578510151,0.601456837,0.68038401,0.575611585,0.480169894,0.607685187,0.649389808,0.67112666
"cds.comp144341_c0_seq1|m.51108",0.0427681,0.039694786,0.07527151,0.069629285,0.055926707,0.071676051,0.037998554,0.069822666,0.028775818
"cds.comp144341_c0_seq2|m.51109",0.0427681,0.039694786,0.07527151,0.069629285,0.055926707,0.071676051,0.037998554,0.069822666,0.028775818
"cds.comp144341_c0_seq3|m.51110",0.0427681,0.039694786,0.07527151,0.069629285,0.055926707,0.071676051,0.037998554,0.069822666,0.028775818
"cds.comp144341_c0_seq4|m.51111",0.0427681,0.039694786,0.07527151,0.069629285,0.055926707,0.071676051,0.037998554,0.069822666,0.028775818
"cds.comp144341_c0_seq5|m.51112",0.0427681,0.039694786,0.07527151,0.069629285,0.055926707,0.071676051,0.037998554,0.069822666,0.028775818
"cds.comp144341_c0_seq6|m.51113",0.0427681,0.039694786,0.07527151,0.069629285,0.055926707,0.071676051,0.037998554,0.069822666,0.028775818
"cds.comp144341_c0_seq7|m.51114",0.0427681,0.039694786,0.07527151,0.069629285,0.055926707,0.071676051,0.037998554,0.069822666,0.028775818
"cds.comp144343_c3_seq1|m.51145",0.000627871,0.0008245,0.000279517,0.000633079,0.000511368,0.002036671,0.001696021,0.001167473,0.00029228
"cds.comp144343_c3_seq1|m.51147",3.7595e-05,0.001990074,0.004371619,0.00109422,0.000932319,0.002028571,6.1893e-05,0.001439626,0.006947219
"cds.comp144343_c3_seq2|m.51149",0.000627871,0.0008245,0.000279517,0.000633079,0.000511368,0.002036671,0.001696021,0.001167473,0.00029228
"cds.comp144343_c3_seq3|m.51154",0.000627871,0.0008245,0.000279517,0.000633079,0.000511368,0.002036671,0.001696021,0.001167473,0.00029228
"cds.comp144343_c3_seq3|m.51155",3.7595e-05,0.001990074,0.004371619,0.00109422,0.000932319,0.002028571,6.1893e-05,0.001439626,0.006947219
"cds.comp144343_c3_seq4|m.51157",0.000627871,0.0008245,0.000279517,0.000633079,0.000511368,0.002036671,0.001696021,0.001167473,0.00029228
"cds.comp144348_c0_seq1|m.51250",0.338940731,0.415124183,0.412124857,0.355414187,0.254206438,0.336938967,0.321470574,0.33810081,0.286502529
"cds.comp144350_c0_seq1|m.51256",0.000295748,9.9056e-05,0.00035829,0.000200788,0.000351514,0.004374018,0.000899162,0.000479214,0.000255924
"cds.comp144350_c0_seq2|m.51257",0.11041867,0.193435135,0.179787845,0.111799527,0.095028406,0.1257784,0.100364459,0.094129006,0.114043438
"cds.comp144350_c0_seq3|m.51259",0.022010552,0.03933417,0.030546864,0.022814139,0.019825556,0.020220822,0.027682453,0.037076977,0.014052644
"cds.comp144350_c0_seq4|m.51261",0.022010552,0.03933417,0.030546864,0.022814139,0.019825556,0.020220822,0.027682453,0.037076977,0.014052644
"cds.comp144350_c0_seq5|m.51263",0.022010552,0.03933417,0.030546864,0.022814139,0.019825556,0.020220822,0.027682453,0.037076977,0.014052644
"cds.comp144355_c0_seq1|m.51282",0.00173761,0.016427767,0.011718499,0.008077886,0.009045659,0.007929475,0.005988854,0.008097018,0.00169962
"cds.comp144362_c0_seq5|m.51299",0.00520511,0.008177584,0.006301775,0.004212745,0.003539706,0.003234808,0.003462736,0.00481659,0.000917894
"cds.comp144369_c0_seq1|m.51333",0.075039275,0.091646843,0.076589768,0.091577514,0.068719802,0.055709848,0.112983657,0.070914658,0.087106467
"cds.comp144369_c0_seq2|m.51335",0.031143157,0.087756128,0.036975481,0.033886149,0.055059681,0.064582693,0.112632613,0.048326885,0.043385385
"cds.comp144369_c0_seq3|m.51337",0.031143157,0.087756128,0.036975481,0.033886149,0.055059681,0.064582693,0.112632613,0.048326885,0.043385385
"cds.comp144374_c1_seq2|m.51360",0.011101307,0.004381883,0.033926554,0.004842993,0.010140368,0.016721415,0.011033171,0.023086298,0.007525369
"cds.comp144374_c1_seq3|m.51361",0.034208547,0.065915609,0.070652724,0.03976401,0.040894644,0.005274646,0.012446331,0.057321241,0.022630292
"cds.comp144374_c1_seq4|m.51363",0.005597722,0.003495604,0.016178292,0.004048117,0.006930739,0.004043959,0.008683931,0.002999499,0.004938964
"cds.comp144377_c0_seq2|m.51364",0.229483773,0.26824586,0.271118111,0.285994774,0.226406756,0.222555108,0.210869051,0.299906831,0.210412606
"cds.comp144382_c0_seq2|m.51375",0.004253858,6.457e-06,0.005646529,0.003442759,0.003662792,0.004917333,0.003193043,0.004205235,0.001814363
"cds.comp144383_c0_seq1|m.51378",0.013578776,0.016932225,0.014558361,0.017890222,0.013651099,0.008790003,0.011216337,0.012981781,0.027747857
"cds.comp144383_c0_seq3|m.51380",0.013578776,0.016932225,0.014558361,0.017890222,0.013651099,0.008790003,0.011216337,0.012981781,0.027747857
"cds.comp144388_c0_seq1|m.51410",0.002484963,2.7463e-05,0.003929253,0.001919168,0.004112895,0.001090864,0.003286442,0.00305689,0.003196184
"cds.comp144388_c0_seq2|m.51413",0.002484963,2.7463e-05,0.003929253,0.001919168,0.004112895,0.001090864,0.003286442,0.00305689,0.003196184
"cds.comp144388_c0_seq3|m.51414",0.002484963,2.7463e-05,0.003929253,0.001919168,0.004112895,0.001090864,0.003286442,0.00305689,0.003196184
"cds.comp144388_c0_seq4|m.51417",0.002484963,2.7463e-05,0.003929253,0.001919168,0.004112895,0.001090864,0.003286442,0.00305689,0.003196184
"cds.comp144388_c0_seq5|m.51418",0.002484963,2.7463e-05,0.003929253,0.001919168,0.004112895,0.001090864,0.003286442,0.00305689,0.003196184
"cds.comp144388_c0_seq6|m.51421",0.002484963,2.7463e-05,0.003929253,0.001919168,0.004112895,0.001090864,0.003286442,0.00305689,0.003196184
"cds.comp144393_c0_seq1|m.51432",0.197239634,0.236176716,0.269283289,0.203321498,0.191951003,0.239713006,0.256690959,0.261819878,0.190227226
